text,class
'ABD Dışişleri Bakanı Mike Pompeo Bolivyada devam eden protestolara atıfta bulunarak taraflara gerginliğin düşürülmesi ve ülke genelinde yeni bir seçim yapılması çağrısında bulundu. Bakan Pompeo ordunun baskısıyla Devlet Başkanı Evo Moralesin istifa ettiği Bolivyadaki gelişmelere ilişkin yazılı bir açıklama yaptı.Açıklamada anaya ve demokrasinin yeniden inşası adına Bolivya halkının özgür ve şeffaf bir seçim isteğine vurgu yapan Pompeo \"20 Ekimde düzenlenen başkanlık seçimlerinde hile ve düzensizlik yapanlar Bolivyanın iyiliği için kenara çekilmelidir. Bolivyadaki her siyasi partinin vatandaşların haklarına saygı gösterilen bir seçim sürecinde kendi seslerini duyurma hakkı vardır.\" ifadelerini kullandı. Öte yandan Pompeo ülke genelinde yapılan protestolara da değinerek Bolivya için basın özgürlüğünü ve yapılan barışçıl protestoları desteklediklerini belirtti.Pompeo şunları kaydetti:\"Şiddet baskı ve politik korkutmanın demokraside yeri yoktur. Tüm tarafları bu tür şiddetten kaçınmaya hukukun üstünlüğünü gözetmeye ve Bolivya’nın geleceğini inşa etmek için görüşlerine bakılmaksızın tüm vatandaşların haklarına saygı duymaya çağırıyoruz. Öte yandan güvenlik hizmetleri de barışçıl protestocuların haklarına saygı göstermeli ve Bolivya makamları vatandaşların haklarının ihlali durumunda hesap verebilirliği sağlamalıdır.\"Bununla beraber ülkeyi seçime götürmek için Çokuluslu Yasama Meclisinde (ALP) yapılan çalışmalara da vurgu yapan Pompeo \"Seçime hazırlanan Bolivya halkına ve Başkan Jeanine Anezin önderlik ettiği geçici hükümete verdiğimiz desteği de yineliyoruz.\" ifadesini kullandı.Bolivyadaki kriz Bolivyada 20 Ekimde düzenlenen başkanlık seçimlerinin ardından muhalefet seçimlerde \"hile\" yapıldığını iddia etmiş ve taraflar karşılıklı olarak destekçilerini sokak gösterilerine çağırmıştı. Sonuçları tartışmalı seçimlerin iptalini ve tekrar seçime gidilmesini isteyen muhalifler Moralesin tekrar seçim yapılacağı duyurusunun ardından Moralesin katılmadığı seçimler düzenlenene kadar protestoların devam edeceğini açıklamıştı. Morales Bolivya Genelkurmay Başkanı Williams Kalimanın istifa çağrısı üzerine görevi bırakmış süreci \"darbe\" olarak niteleyen ve tepki gösteren Meksikanın iltica teklifini kabul etmesinin ardından bu ülkeye gitmişti.  Anez Moralesin liderliğini yaptığı parti Sosyalizm Hareketi (MAS) mensuplarının katılmaması nedeniyle çoğunluğun sağlanamadığı oturumda ülkenin geçici devlet başkanı ilan edilmişti. ',Dunya
'ABDde etkili Yahudi örgütlerinin başında gelen İftira ve İnkarla Mücadele Birliği (ADL) New Yorkta olağan yıllık zirvesini gerçekleştirdi. Jacob K. Javits Kongre Merkezinde gün boyu süren zirvede antisemitizm ile mücadele tartışıldı.Zirveye katılan ABD Dışişleri Bakanlığı Antisemitizmi İzleme ve Mücadele özel temsilcisi Elan Carr burada yaptığı konuşmada antisemitizmin küresel bir problem olduğunu belirterek \"aşırı sağcılar İsrailden nefret eden aşırı solcular ve radikal İslamcıların anti-semitizmin kaynağı olduğunu\" savundu.Carr bu üç grubun birbirinden de nefret ettiğini öne sürerek \"radikal İslamın Batı Avrupada anti-semitizmin ana kaynağı olduğunu\" iddia etti.Özel temsilcinin iddiaları ADL anket ile çeliştiDiğer yandan aynı zirvede yayımlanan ADL Küresel Anketinde ise Carrın \"Batı Avrupadaki antisemitizmin ana kaynağı\" iddialarına aykırı veriler ortaya konuldu.ADLnin 18 ülkede 9 bin kişi üzerinde nisan ve haziranda yaptığı ankette Batı Avrupada yaşayan Müslümanların çoğunluğu Müslüman olan ülkelere göre önemli derecede daha az antisemitik olduğu belirtildi.Ankette Batı Avrupalı Müslümanların Orta ve Kuzey Afrika ile karşılaştırıldığında İsrail hakkında daha olumlu düşündüğü ortaya çıktı.Ankette 2014te İsrail hakkında görüşleri sorulan Ortadoğu ve Kuzey Afrikadaki Müslümanların yüzde 7sinin olumlu görüş bildirdiği bu oranın Batı Avrupadaki Müslümanlarda ise yüzde 31 olduğuna dikkat çekildi. Batı Avrupada antisemitizm oranının önceki yıllara göre aynı kaldığı belirtilirken Doğu Avrupa ülkeleri Ukrayna Polonya Çekoslovakya ve Rusyada \"Yahudilerin dünya ekonomisini kontrol ettiği\" şeklindeki \"antisemitik komplo teorilerine\" inananların oranının ise yaklaşık yüzde 70 olduğunun altı çizildi.Chobani Yoğurtları CEOsuna ödülADL zirvesinin öğleden sonraki oturumlarında ABDdeki Chobani Yoğurtlarının kurucusu ve CEOsu Hamdi Ulukayaya mültecilere yardımlarından dolayı \"2019 Nefrete Karşı Cesaret\" ödülü verildi.\"Borat\" filmi ile meşhur olan sinema oyuncusu ve komedyen Sacha Baron Cohen de ADLnin \"Uluslararası Liderlik Ödülü\"ne layık görüldü.Resmi internet sitesinde 1913te kurulduğu belirtilen ADLnin misyonunun Yahudilere karşı düşmanlık ve bağnazlığa karşı mücadele etmek ve dünyadaki Yahudileri korumak olduğu belirtiliyor. ',Dunya
'Katoliklerin ruhani lideri ve Vatikan Devlet Başkanı Papa Franciscusa yakın isimlerden cinsel tacizle suçlanan Arjantinli piskopos Gustavo Zanchetta için uluslararası yakalama emri çıkarılması talep edildi. Arjantinin Salta eyaletine bağlı Oran şehrinde Savcı Maria Soledad Filtrin \"iki kurbana sürekli cinsel tacizde bulunmakla\" suçlanan eski Oran Piskoposu Zanchetta için uluslararası yakalama kararı çıkarılmasını istedi.Savcı Filtrin Vatikanda yaşayan Zanchettanın arama ve e-postalara cevap vermemesi üzerine hakkında yasal işlem başlatılması durumunda davanın gıyabında devam etmesi için de başvuruda bulundu.Filtrin Zanchetta hakkında geçen temmuzda yürütülen soruşturma kapsamında hazırlanan psikiyatrik ve psikolojik uzman raporunu da talep etti.Raporda Zanchettanın \"psikopatik manipülatif kişilik özelliklerine\" sahip ve \"empati duygusu gelişmemiş\" bir kişi olarak tanımlandığı öğrenildi. Zanchetta hakkındaki cinsel taciz suçlamaları iki kişinin geçen şubatta piskoposun Arjantinde görev yaptığı 2016-2017 yıllarında kendilerine cinsel tacizde bulunduğu yönündeki şikayetleriyle ortaya çıkmıştı.Zancchetta 2017de Papa tarafından Vatikan bünyesindeki önemli mali kuruluşlardan ve dünya çapında 5 binden fazla mülkün idaresini elinde bulunduran \"Kutsal Makam Miras İdaresine danışman olarak atanmıştı. ',Dunya
'Çin’de kadın öğretmen öğrencisinin velisi ile sınıfta konuştuğu sırada içeriye giren saldırgan tarafından darbedildi. Polis saldırganı arıyor. Olay Çin’in Hunan eyaletindeki Hengyang kentinde Hengnan Xinghuo İlkokulu’nda 16 Kasım’da meydana geldi. Kadın öğretmen sınıfta bir öğrencisinin velisi ile görüştüğü sırada içeriye giren saldırgan tarafından darbedildi. Güvenlik kamerasına yansıyan görüntülerde saldırganın aniden öğretmenin başına yumruk atmaya başladığı öğretmenin ise elleriyle kendini korumaya çalıştığı görüldü.Yerel medya saldırganın okuldan motosiklet ile kaçtığını ve hala polis tarafından arandığını duyurdu. ',Dunya
'Kuzey Kore ile Rusya ABDnin Pyongyang yönetimiyle nükleer müzakereleri yeniden başlatma arayışında olduğu kritik dönemde \"stratejik diyaloğu güçlendirme\" kararı aldı. Kuzey Kore resmi ajansı KCNAda yer alan haberde ABD ile nükleer müzakereleri yürüten kritik isimlerden Dışişleri Birinci Bakan Yardımcısı Çoe son-huinin Moskova ziyaretinde iki ülke arasındaki \"stratejik diyalog\" görüşmeleri kapsamında temaslarda bulunduğu bildirildi. Haberde Çoenin Rus Dışişleri Bakanı Sergey Lavrovun yanı sıra mevkidaşı Dışişleri Birinci Bakan Yardımcısı Vladimir Titov ve Savunma Bakan Yardımcısı Korgeneral Alexander Fomin ile görüştüğü belirtildi.Çoenin temaslarında Rus muhataplarıyla \"bölgesel ve uluslararası meselelerde görüş alışverişinde bulunduğu\" ve \"iki ülke arasındaki ilişkilerin stratejik bakış açısıyla geliştirilmesi konusunda mutabık kaldığı\" ifade edilen haberde stratejik diyaloğun güçlendirilmesiyle \"iki ülke ilişkilerinde altın çağın başlayacağı\" kaydedildi.Kuzey Kore ve Rusya nisan ayında Rus lider Vladimir Putin ile Kuzey Kore lideri Kim Jong-un arasında yapılan zirvede iki ülke arasında \"stratejik diyalog\" başlatılması kararı alınmıştı.Görüşmenin ABD ile Kuzey Korenin ekim ayı başında İsveçin başkenti Stockholmde başlatılan nükleer silahsızlanma görüşmelerinin kesilmesinin ardından yıl sonuna kadar masaya geri dönülebilmesi için arayışta olduğu bir döneme denk gelmesi dikkati çekti.Kore Yarımadasının nükleer silahlardan arınması için Trump-Kim zirveleriTrump ile Kim Jong-un ilk kez 12 Haziran 2018de Singapurda bir araya gelmiş Kore Yarımadasının nükleer silahlardan arındırılması ve kalıcı barış konusunda mutabakata varmışlardı. İki lider 26-27 Şubatta Vietnamın başkenti Hanoide bir kez daha görüşmüş ancak zirve beklenenden hızlı şekilde ve anlaşmasız sona ermişti.Son olarak 30 Haziranda Kuzey ve Güney Kore arasında bulunan \"silahsızlandırılmış bölge\"de görüşen Trump ve Kim nükleer müzakere sürecini sürdürme kararı almıştı.Kim Washingtona yıl sonuna kadar süre tanımıştıKuzey Kore ve ABD arasında 5 Ekimde İsveçte yapılan çalışma düzeyindeki görüşmeler ilk gününde kesilmiş Pyongyang yönetimi ABD tarafının düşmanca yaklaşımını değiştirecek tatmin edici bir adım atmadığı müddetçe Kuzey Korenin \"bu bıkkınlık veren müzakereleri\" sürdürme niyeti olmadığı açıklamasını yapmıştı.Kuzey Kore Başmüzakerecisi Kim Stockholmdeki görüşmelere ilişkin ABD müzakere heyetinin esneklik göstermediğini eski tutum ve görüşlerinde ısrar ettiğini kaydederek \"Onlar bizi hayal kırıklığına uğrattı ve müzakere masasına hiçbir şey getirmeyerek hevesimizi kırdılar.\" değerlendirmesinde bulunmuştu.Kim müzakere sürecinin yeniden başlamasının ABDnin tutumuna bağlı olduğunu belirterek Washingtona yıl sonuna kadar süre vermişti. ',Dunya
'Kolombiya hükümeti bugün başlayan genel grev nedeniyle bütün kara ve su sınırlarını geçici süreliğine kapatma kararı aldı. El Tiempo gazetesinin haberine göre Kolombiya Göç İdaresinden yapılan yazılı açıklamada genel grev nedeniyle kara sınırları ve limanlardaki gümrük kapılarının tedbiren 2 günlüğüne kapatılacağı belirtildi. Açıklamada \"22 Kasıma kadar ülkenin kara ve deniz sınırları geçişe kapatılacaktır.\" ifadesi yer aldı. Yetkililer bugünden geçerli olmak üzere ülkeye sınırı olan Ekvador Peru Brezilya ve Venezuela dahil tüm deniz nehir ve kara sınır geçişlerinin kapatılacağını söyledi. Söz konusu önlemin ülkenin farklı şehirlerinde organize edilecek yürüyüş ve gösterilerde güvenliğin sağlanması için alındığı belirtildi. Tedbir süresince ülkeye hava yolu ile yolcu ve mal trafiği sürecek. ',Dunya
'ABDnin Massachusetts eyaletinde aromalı elektronik sigara ve tütün mamullerinin satışını yasaklayan yasa tasarısı parlamentoda kabul edildi. Eyalet parlamentosunun üst kanadı Senato bugün yapılan oylamada daha önce Temsilciler Meclisinin kabul ettiği düzenlemeyi onayladı.Aromalı elektronik sigara ve mentollü sigara gibi tütün mamullerinin satışını eyalet genelinde topyekun yasaklayan düzenleme tüm elektronik sigara mamullerine yüzde 75 satış vergisi getiriyor. Düzenlemeyle sağlık sigortası şirketleri tütün mamulü kullanımını bırakmak için alınacak danışmanlık hizmetlerinin masraflarını karşılamakla yükümlü olacak. Tasarı Massachusetts Valisi Charlie Bakerın imzasının ardından yürürlüğe girecek.Tasarının yasalaşması halinde bu ABDde elektronik sigara ürünlerine eyalet ölçeğinde getirilen ilk kısıtlama olacak Vali Baker elektronik sigara kullanımından kaynaklanan akciğer hastalığı vakalarının yaygınlaşması nedeniyle 24 Eylülde aromalı elektronik sigara ürünlerinin satışının 4 ay süreyle yasaklandığını duyurmuştu.ABD Hastalık Kontrol ve Önleme Merkezinin (CDC) 5 Kasımda açıkladığı verilere göre ülkede Alaska dışındaki tüm eyaletlerde görülen ve elektronik sigara kullanımından kaynaklandığı düşünülen gizemli hastalığa yakalananların sayısı 2 bin 51i bulmuş en az 40 kişi bu nedenle hayatını kaybetmişti.Belirtileri arasında solunum yetmezliği bitkinlik göğüs ağrısı ve kusma olan hastalıkla ilgili ilk vakalar nisanda rapor edilmeye başlanmıştı. Vakaların elektronik sigaralarda kullanılan \"vitamin E asetat\" adlı kimyasal katkı maddesinin yol açtığının düşünüldüğü belirtilmişti. ',Dunya
'Libyada General Halife Haftere bağlı güçler İtalyaya ait insansız hava aracının (İHA) ülkenin batısında dün kendileri tarafından düşürüldüğünü açıkladı. Libyada yayın yapan bir televizyon kanalına konuşan Hafter Güçlerinin Sözcüsü Ahmed el-Mismari \"Hava savunma güçleri dün askeri operasyon sahasına giren bir İHAyı düşürdü.\" dedi.Mismari İtalya hükümetinden İHAnın kendi hava sahalarına girmesiyle ilgili açıklama yapmasını beklediklerini söyledi.Libya Ulusal Mutabakat Hükümeti (UMH) tarafından yürütülen Burkan el-Gadab Operasyonunun sosyal medya hesabından dün yapılan açıklamada Hafter güçlerine ait bir \"SİHA\"nın Trablusu hedef almaya çalışırken Terhune kenti çevresinde düştüğü belirtilmişti. İtalyanın Trablus Büyükelçiliğinin Twitter hesabından yapılan açıklamada ise Akdenizde yürütülen \"Güvenli Deniz Operasyonu\"na destek için görev yapan Predator tipi bir İHAnın düştüğü ve olayla ilgili gerekli incelemelerin başlatıldığı aktarılmıştı.Açıklamada İHAnın düştüğü bölgenin adı paylaşılmazken Haftere yakın sosyal medya platformlarında Trablusun güneydoğusuna 90 kilometre uzaklıkta Terhune kenti yakınlarında düşen İHAya ait fotoğraflar paylaşılmıştı. ',Dunya
'Rusya Dışişleri Bakanlığı sözcüsü Maria Zaharova Suriye’deki saldırılarla ilgili soruşturma konusunda Rusya Federasyonu’na herhangi baskı yapılmadığını açıkladı. Dışişleri Bakanı sözcüsü Maria Zaharova yaptığı açıklamada Suriye hastanelerine yapılan saldırıları bilgisini araştırmak gerektiğini ve Rusyanın suçsuz olduğunu söyledi. Zaharova Amerikanın New York Times gazetesinde yayınlanan haberde Suriyede hastanelere yapılan saldırıların araştırılması ve Rusya’ya baskı yapıldığı iddia edilmesi ile ilgili olan bilgilerin gazeteciliğe aykırı olduğunu söyledi.Rus sözcü bu gibi çalışmanın sahte ve dürüst olmadığını söyledi. Dışişleri Bakanlığı Suriye’deki saldırılarla ilgili soruşturma konusunda Rusya Federasyonu’na herhangi baskı yapılmadığını açıkladı.Zaharova Moskova New York Timesın sivil altyapıya yönelik terör grupların saldırılarını soruşturmakla ilgilenmediğini dile getirdi. Zaharova \"İç Komisyonun BM Genel Sekreteri tarafından 1 Ağustosta suçluluk oluşturmak için oluşturulduğunu bilmelisiniz\" dedi.14 Kasım’daki New York Times gazetesinde “Suriye’nin tıbbi tesislerine yönelik saldırılara ilişkin BM soruşturması Rusya’nın sınırlı baskısı nedeniyle zarar görebilir\" başlıklı haber kaleme alınmıştı. ',Dunya
'İran Dışişleri Bakanlığı Sözcüsü Abbas Musevi AB ülkelerinin İrandaki benzin zammı protestolarıyla ilgili açıklamalarına tepki gösterdi. Musevi Bakanlığın resmi internet sitesinde yer alan açıklamada AB Dış İlişkiler ve Güvenlik Politikaları Yüksek Temsilcisi Federica Mogherininin ofisinden yapılan çağrıyı eleştirerek \"AB şer odaklarına destek vermek ve iç işlerimize müdahale etmek yerine İrana verdiği sözlerin hesabını vermelidir.\" ifadelerini kullandı. AB ülkelerindeki gösterilere atıfta bulunan Musevi bu ülkelerin öncelikle iç sorunlarını ve düzensizliklerini çözmeleri gerektiğini savundu.Musevi şu değerlendirmelerde bulundu:\"AB ülkeleri nükleer anlaşmadaki vaatlerini yerine getirmelidir. AB İranda kamu ve halkın mallarını tahrip eden şer odaklarını savunmak için timsah gözyaşları dökmek yerine ABDnin İrana karşı yürüttüğü ekonomik terörizmine verdiği desteğin hesabını vermelidir.\"AB Dış İlişkiler ve Güvenlik Politikaları Yüksek Temsilcisi Federica Mogherininin ofisinden yapılan yazılı açıklamada \"Sosyo-ekonomik zorluklar şiddetle değil kapsayıcı diyalogla çözülür. İran güvenlik güçlerinin şiddetten uzak durmasını göstericilerin de barışçıl bir şekilde protestolarını gerçekleştirmesini bekliyoruz.\" ifadelerine yer verilmişti. \"Hiçbir türde şiddet kabul edilemez.\" vurgusu yapılan açıklamada ifade ve toplanma özgürlüğünün güvence altına alınması gerektiği kaydedilerek İranlı yetkililere bilginin serbest dolaşımı ve internete erişimin sağlaması için çağrı yapılmıştı. İranda benzin zammı protestolara yol açtıABD yaptırımlarının da etkisiyle ekonomik açıdan zor günler geçiren İran halkı 15 Kasımda benzine üç kat zam yapıldığının açıklanmasının ardından ülkenin birçok kentinde protestolara başladı.Gösteriler sırasında birçok kentte kamu binaları tahrip edildi. Tahran yönetimi protestoların büyümesi üzerine cumartesi günü ülke genelinde internet erişimini kesti.Yetkililer olaylarda şu ana kadar 6 güvenlik görevlisi ve 1 göstericinin hayatını kaybettiğini açıkladı gösterilerle ilgili gözaltına alınan kişi sayısı da bini aştı. Uluslararası Af Örgütü ise 21 kentte en az 106 kişinin öldüğünü duyurdu. İran yönetimi gösterilerin ülke dışından organize edildiğini savunuyor. ',Dunya
'Rusya’da iki katlı bir binada yangın çıktı. Hızla çevre binalara da yayılan yangına müdahale için yangın söndürme helikopteri de gönderildi. Rusya’nın başkenti Moskova’nın Mosrentgen bölgesinde 2 katlı bir binada yangın çıktı. Hızla çevredeki yerleşim yerlerine yayılan yangının bin metrekare alanı kapladığı belirtildi. Yangına müdahale için çok sayıda itfaiye aracı ve personeli bölgeye sevk edilirken bir yangın söndürme helikopteri de olay yerine intikal etti. Binalardaki insanların itfaiye gelmeden çıkabildikleri yangında ölü ya da yaralı olmadığı bildirildi. ',Dunya
'Ruja Ignatova kendine Kripto Kraliçe adını takmıştı. Bitcoine rakip olacak bir kripto para birimi geliştirdiğini söyleyerek insanların milyarlarca eurosunu aldı. İki yıl sonra sırra kadem bastı. Kayıp Kripto Kraliçe podcast yayınını hazırlayan Jamie Bartlett Ignatovanın bunu nasıl başardığını ve şimdi nerede saklanıyor olabileceğini araştırdı. 36 yaşındaki iş kadını Dr. Ruja Ignatova Haziran 2016da Wembley Arenada binlerce hayranının heyecanlı bakışları altında sahneye çıktı. Her zamanki gibi üzerinde pahalı bir balo elbisesi uzun elmas küpeler ve parlak kırmızı bir ruj vardı.',Dunya
'ABDde Başkan Donald Trumpa yönelik azil soruşturması kapsamında Kongrede yapılan kamuya açık oturumların beşinci gününde eski Beyaz Saray Ulusal Güvenlik Konseyi Avrupa ve Rusya Direktörü Fiona Hill ve ABDnin Kiev Büyükelçiliği yetkilisi David Holmes ifade verdi. Trumpa yönelik \"Ukrayna Devlet Başkanı Vladimir Zelenskiy ile temmuz ayında yaptığı bir telefon görüşmesinde Demokratların 2020 aday adaylarından Joe Biden ve oğlu Hunter Bidenın soruşturulması konusunda baskı yaptığı\" iddiasıyla açılan azil soruşturmasındaki kamuya açık oturumlarda beşinci gün geride kaldı.Temsilciler Meclisi İstihbarat Komitesi Başkanı Adam Schiff başkanlığında yapılan oturumda Ulusal Güvenlik Konseyi Avrupa ve Rusya Direktörü Hill ve ABDnin Kiev Büyükelçiliği yetkilisi Holmes ifade verdi. Hill ifadesinde \"ABDnin Rusya tehdidiyle savaşan Ukraynaya desteği siyasileştirilmiştir.\" değerlendirmesinde bulundu.Cumhuriyetçilerin sıklıkla Ukraynanın 2016 seçimlerine müdahale ettiği tezini savunduğuna işaret eden Hill \"Ben böyle bir tezi kabul etmiyorum.\" diye konuştu.Holmes Trump-Sondland görüşmesini anlattı Holmes ise ifadesinde Trump ile 26 Temmuzda yaptığı telefon görüşmesi esnasında ABDnin AB Büyükelçisi Gordon Sondlandın yanında olduğunu belirterek konuşmaya ilişkin detayları anlattı. Trumpın telefonda gayet yüksek sesle konuştuğunu ve bu nedenle de konuşulanları net bir şekilde duyduğunu savunan Holmes Trumpın Sondlanda \"Zelenskiy seni seviyor. Bu nedenle de soruşturmayı açacak mı?\" dediğini Sondlandın ise \"Evet bunu yapacaktır.\" yanıtı verdiğini aktardı. Telefon görüşmesinin ardından Sondlanda Trumpın bahsettiği soruşturmanın ne ile ilgili olduğunu sorduğunu belirten Holmes Sondlandın bunun Bidenlara yönelik olacağını söylediğini kaydetti. Holmes \"ABDnin Ukrayna politikası Trumpın kişisel avukatı Rudy Giulianinin desteklediği siyasi ajandanın gölgesinde kaldı.\" yorumunda bulundu. Trumptan Holmesa yanıt Trump ise Holmesun ifadelerine Twitter üzerinden yaptığı açıklama ile tepki göstererek \"Tüm hayatımda telefon görüşmesi yapan insanları izledim. İşitme duyum da hep iyi olmuştur. Ama hiçbir zaman hoparlörde olmadığı müddetçe karşıdaki insanın ne dediğini tam olarak anlayamadım.\" ifadelerini kullandı. Trumpa yönelik azil soruşturmasıABD Başkanı Trump Zelenskiy ile temmuzda telefon görüşmesi yapmış görüşmede Trumpın Zelenskiye rakibi Joe Biden ve ailesini soruşturması durumunda ABDnin ülkesine yardım edeceğini söylediği iddia edilmişti.ABD Kongresindeki Demokratlar da bu iddia üzerine azil soruşturması başlatmıştı.Trump ise Zelenskiy ile görüşmesinin tamamen usullere uygun olduğunu savunmuştu. Ancak Trumpın telefon görüşmesinden önce Ukraynaya 400 milyon dolarlık askeri ve mali yardımın askıya alındığını açıklaması ilgi çekmişti.Beyaz Saray görüşmenin dökümünü yayımlamış ve yardımlarla görüşme arasında ilişki olmadığını savunmuştu.Temsilciler Meclisi geçen aydaki oylamayla azil soruşturmasının usullerini belirlemiş kamuya açık oturumların yapılmasını kararlaştırmış ilk oturum geçen hafta çarşamba günü gerçekleştirilmişti. ',Dunya
'ABD Başkanı Donald Trump 2020de yapılacak başkanlık seçimleri öncesinde mali kayıtlarını yayımlayacağını açıkladı. Trump resmi Twitter hesabından Demokratların uzun süredir baskı yaptığı \"mali kayıtlarına\" ilişkin açıklamalarda bulundu. Rusya soruşturmasını yürüten Özel Yetkili Savcı Robert Muellerin kendisinin tüm mali ve vergi kayıtlarının üzerinden geçmesine rağmen bir sonuca ulaşmadığına dikkati çeken Trump \"Şimdi bu cadı avı New Yorklu Demokrat savcıların benim tüm mali anlaşmalarımı incelemesi ile devam ediyor.\" ifadelerini kullandı. Trump New Yorktaki davanın \"kanun dışı\" olduğunu belirterek \"Ama ben temizim ve mali bildirimimi 2020 seçimlerinden önce yaptığımda -ki bu benim kararım- görecekleri tek şey insanların düşündüğünden daha zengin olduğum olacak.\" değerlendirmesinde bulundu. Trumpın mali kayıtları tartışması Başkan Trump 2016da yürüttüğü seçim kampanyası sürecinde vergi beyannamelerini yayımlamayı reddetmiş ve eleştirilerin hedefinde yer almıştı.New York Times gazetesinin Ekim 2018de gündeme getirdiği \"Trumpın milyonlarca dolar vergi kaçırdığı\" iddiaları da ABD gündemini uzun süre meşgul etmişti. ',Dunya
'Almanyanın Köln kentinde 2. Dünya Savaşından kalma patlamamış bomba bulundu. Köln Büyükşehir Belediyesinden yapılan açıklamada Buchheim semtinde bulunan 125 kilogramlık Amerikan yapımı bombanın etkisiz hale getirilmesi için 300 metrekare alanda yaşayan 2 bin 400 kişinin tahliye edildiği belirtildi. Açıklamada tahliye edilenler için Beuthener Caddesinde bulunan Johann-Gottfried-Herder Spor Salonunda bir irtibat noktası oluşturulduğu vurgulandı.Söz konusu bölgenin yakınındaki yolların trafiğe kapatıldığı kaydedilen açıklamada toplu taşıma ile tren seferlerinin de durdurulduğunun altı çizildi. Açıklamada bomba imha ekiplerinin tüm bölgenin tamamen boşaltılmasını beklediği ve tahliye işleminin tamamlanmasıyla bombanın etkisiz hale getirilebileceği kaydedildi.Almanya’da 2. Dünya Savaşı’ndan kalma bir kısmı yerleşim yerlerinde olmak üzere patlamamış çok sayıda bomba bulunuyor. Bu bombalar uzmanlarca kontrollü şekilde etkisiz hale getiriliyor. ',Dunya
'Birleşmiş Milletler (BM) Almanya Daimi Temsilcisi Yardımcısı Jürgen Schulz Batı Şeria’daki İsrail yerleşimlerinin ‘yasal olmadığını iki eyalet çözümünün güvenilirliğini ortadan kaldırdığını ve sürdürülebilir bir barış sürecini baltaladığı’ uyarısını yaptı. BM Güvenlik Konseyi’nin 10 üyesini temsilen Orta Doğu’daki duruma yönelik konsey toplantısında yaptığı konuşmada Schulz 10 üyenin Batı Şeria’daki İsrail yerleşimleri üzerindeki kararının uluslararası yasaya ve BM Güvenlik Konseyi tarafından ortaya konulan Batı Şeria ile Doğu Kudüs’e Yahudilerin yerleşmesini illegal olarak tanımlayan 2334 numaralı karara uygun olduğunu belirtti. Belçika Fildişi Sahili Dominik Cumhuriyeti Ekvator Ginesi Almanya Endonezya Kuveyt Peru Polonya ve Güney Afrika’dan oluşan BM üyesi 10 ulusun İsrail yerleşimlerinin sonlandırılmasından yana olduğunu vurgulayan Schulz şu değerlendirmeyi yaptı:“İsrail’i bölgedeki işgalci güç olarak yerleşim eylemlerini sonlandırmaya çağırıyoruz. Ayrıca Batı Şeria’daki olası ilhak eylemlerine yönelik endişelerimizi yineliyoruz. İki tarafın da isteklerini yerine getirebilecek tek gerçekçi ve güvenilir çözüm olan iki eyalet yönetimine yönelik müzakerelerin devam etmesini destekleyeceğiz.�?Schulz’un yanında BM Güvenlik Konseyi Filistin Elçisi Riyad Mansour da 2234 numaralı karar dahil olmak üzere Güvenlik Konseyi tarafından ortaya konulan kararların güvenilirliğinin bütün üye ülkelerin sorumluluğunda olduğunu vurguladı. Güvenlik Konseyi çözümlerinin uyulması zorunlu ve uluslararası yasaların bir parçası olduğunu hatırlatan Mansour şunları söyledi:“Meclisteki bir delegasyonun saçmalığı olarak siz uluslararası topluluk uluslararası yasalar kapsamında Filistin’in müzakerelere katılmasına destek vermiyorsunuz. Eğer Güvenlik Konseyi çözümleri de dahil olmak üzere uluslararası yasaları geride bırakırsak artık orman kanunlarına göre hareket edeceğiz. Birleşmiş Milletler uluslararası yasaların doğru işlediğinden emin olmak ve anlaşmazlıkların çözülmesine destek vermek için kuruldu. Eğer bundan uzaklaşırsak güçlü olan zayıfı ezer ve Milletler Cemiyeti’nden önceki seyre orman kanunlarına geri döneriz.�? ',Dunya
